アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,21.3%,安打,10,71.4%
フライ,21,34.4%,四死球,3,21.4%
空三振,18,29.5%,失策出塁,1,7.1%
見三振,9,14.8%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
