条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.239,137,117,28,2,0,0,21,12,2,5,1
対左投手,0.214,84,70,15,4,0,1,9,10,1,3,0
