左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
48.1% (75),48.1% (75),48.1% (75),28.2% (44),28.2% (44),28.2% (44),23.7% (37),23.7% (37),23.7% (37)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.0% (21),100.0% (1),46.9% (53),33.3% (14),0.0% (0),26.5% (30),16.7% (7),0.0% (0),26.5% (30)
