打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Home,0.226,38,106,93,8,21,3,0,1,27,7,14,8,0,1,3,1,0,0,1,0.291,0.29,0.582
Visitor,0.234,36,115,94,5,22,3,0,0,25,4,16,14,2,2,5,0,1,0,3,0.345,0.266,0.611
