チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
阪神,4.5,1,0,1,0,0,0,0,0,0,0,0,2.0,2,0,3,1,0,1,1,1.5,0.286,-,2.00
ＤｅＮＡ,2.88,5,5,0,3,1,0,0,0,0,0,0,25.0,22,1,21,3,2,8,8,1.0,0.237,4.18,-
広島,0.0,1,1,0,0,0,0,0,0,0,0,0,7.0,5,0,4,3,0,0,0,1.14,0.217,0.00,-
ヤクルト,0.82,2,2,0,1,0,0,0,0,0,0,0,11.0,6,0,15,6,1,1,1,1.09,0.176,3.00,-
中日,1.29,2,2,0,1,0,0,0,0,0,0,0,14.0,10,0,14,1,0,2,2,0.79,0.2,1.80,-
