球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,58,50.4%,145.5,1,12,7,25,34.5%,4.8%,0.308,13,4,0,0,3,0
スライダー,29,25.2%,127.8,5,5,4,9,48.3%,33.3%,0.25,8,2,0,2,1,0
カットボール,15,13.0%,136.6,0,4,3,5,46.7%,0.0%,0.0,3,0,0,0,0,0
シンカー,9,7.8%,134.3,1,1,1,5,33.3%,33.3%,0.0,1,0,0,0,1,0
フォーク,4,3.5%,131.8,2,0,0,2,50.0%,100.0%,0.0,1,0,0,1,0,0
