打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,36,3,0.083,0,9,5,0,0,0.195
2打席目,37,8,0.216,1,9,3,0,0,0.275
3打席目,35,12,0.343,0,5,3,0,0,0.395
4打席目,28,7,0.25,0,6,6,0,0,0.382
5打席目以上,3,0,0.0,0,0,1,0,0,0.25
