打率.211,試合52,打席171,打数152,得点14,安打32,内安4,内安率12.5,２Ｂ8,３Ｂ0,本塁2,HR勝敗2-0-0,塁打46,打点8,三振34
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
18,1,1,0,0,0,3,0.0,3,0,5,.135,.298,.303,.601
