背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS,詳細URL,nf3_player_id
42,ヘルナンデス,右,.211,52,171,152,14,32,4,12.5,8,0,2,2-0-0,46,8,34,18,1,1,0,0,0,3,0.0,3,0,5,.135,.298,.303,.601,https://nf3.sakura.ne.jp/Central/G/f/42_stat.htm,
