条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.200,10,10,2,0,0,1,0,0,0,0,0,0.2
1-0より,.500,6,4,2,1,0,0,0,0,0,1,1,0.4
2-0より,.500,2,2,1,1,0,0,0,0,0,0,0,0.5
3-0より,-,4,0,0,0,0,0,0,4,0,0,0,1.0
0-1より,.333,12,12,4,0,0,1,0,0,0,0,0,0.333
1-1より,1.000,1,1,1,0,0,0,0,0,0,0,0,1.0
2-1より,1.000,3,3,3,1,0,1,0,0,0,0,0,1.0
3-1より,.000,8,1,0,0,0,0,0,7,0,0,0,0.875
0-2より,.111,9,9,1,0,0,0,4,0,0,0,0,0.111
1-2より,.182,22,22,4,2,0,0,8,0,0,0,0,0.182
2-2より,.100,20,20,2,0,0,0,11,0,0,0,0,0.1
3-2より,.143,32,21,3,0,1,0,8,11,0,0,0,0.438
