条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.17,55,53,9,1,0,1,1,16,2,0,0,0,0.2
1塁,0.333,13,12,4,0,0,0,0,1,0,1,0,0,0.385
2塁,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0.0
3塁,0.0,3,3,0,0,0,0,0,1,0,0,0,0,0.0
1・2塁,0.667,3,3,2,0,0,0,1,0,0,0,0,0,0.667
1・3塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
2・3塁,0.0,2,1,0,0,0,0,1,0,0,0,0,1,0.0
満塁,0.0,2,2,0,0,0,0,0,2,0,0,0,0,0.0
得点圏,0.182,12,11,2,0,0,0,2,4,0,0,0,1,0.167
