条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.241,150,133,32,8,0,3,28,10,3,1,3
対左投手,0.234,99,94,22,3,0,2,17,1,1,3,0
