左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
48.3% (87),48.3% (87),48.3% (87),19.4% (35),19.4% (35),19.4% (35),32.2% (58),32.2% (58),32.2% (58)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
51.0% (25),100.0% (5),45.2% (57),26.5% (13),0.0% (0),17.5% (22),22.4% (11),0.0% (0),37.3% (47)
