打率.238,試合83,打席249,打数227,得点22,安打54,内安7,内安率13.0,２Ｂ11,３Ｂ0,本塁5,HR勝敗3-1-0,塁打80,打点20,三振45
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
11,0,4,4,3,2,1,66.7,5,0,8,.200,.282,.352,.634
