球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
マツダスタジアム,.050,12,26,20,1,1,0,0,0,1,0,9,2,0,0,4,0,0,0,0,.136,.050,0.186
東京ドーム,.000,1,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
甲子園,.000,2,6,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,.000,.000,0.0
横浜,.167,2,6,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.167,.167,0.333
神宮,.500,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,.500,.500,1.0
バンテリンドーム,.143,3,7,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.143,.143,0.286
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
