球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
楽天モバイル,.268,62,251,235,20,63,4,0,0,67,17,49,9,2,2,5,0,2,1,4,.301,.285,0.586
みずほPayPay,.279,11,43,43,2,12,1,0,1,16,4,8,0,0,0,0,0,2,0,0,.279,.372,0.651
エスコンＦ,.271,12,54,48,1,13,1,0,1,17,6,11,1,0,0,5,0,0,1,1,.286,.354,0.64
ZOZOマリン,.256,12,44,39,7,10,2,0,0,12,3,10,5,0,0,0,0,0,0,0,.341,.308,0.649
京セラD大阪,.278,12,41,36,2,10,1,0,0,11,4,5,3,0,1,0,1,0,0,1,.341,.306,0.647
ベルーナドーム,.333,11,47,42,4,14,2,0,0,16,7,7,5,0,0,0,0,2,0,1,.404,.381,0.785
Pa その他,.400,6,26,25,3,10,2,0,1,15,5,3,1,0,0,0,0,0,0,2,.423,.600,1.023
東京ドーム,.118,5,21,17,0,2,0,0,0,2,1,6,3,0,0,0,1,0,0,0,.238,.118,0.356
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,.308,3,14,13,0,4,0,0,0,4,2,1,1,0,0,0,0,0,0,0,.357,.308,0.665
神宮,.400,3,16,15,2,6,1,0,0,7,2,2,0,0,0,0,1,0,0,1,.375,.467,0.842
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
