球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,75,37.5%,146.8,9,14,18,24,54.7%,24.3%,.267,15,4,0,5,2,1
スライダー,30,15.0%,129.3,7,8,1,9,53.3%,53.8%,.222,9,2,0,4,0,0
カットボール,22,11.0%,136.7,2,4,7,6,59.1%,16.7%,.250,4,1,0,1,1,0
カーブ,17,8.5%,118.9,3,5,2,5,58.8%,42.9%,.200,5,1,0,3,0,0
チェンジアップ,15,7.5%,128.3,2,2,0,9,26.7%,50.0%,.000,2,0,0,0,0,0
フォーク,14,7.0%,137.5,1,3,3,4,50.0%,14.3%,.000,3,0,0,0,0,0
スプリット,8,4.0%,137.5,2,0,2,4,50.0%,50.0%,.000,2,0,0,2,0,0
ツーシーム,6,3.0%,147.5,0,1,1,2,33.3%,0.0%,.500,2,1,0,0,1,0
ナックルカーブ,5,2.5%,130.0,4,0,0,1,80.0%,100.0%,.000,2,0,0,2,0,0
縦スライダー,4,2.0%,131.7,1,1,0,1,50.0%,50.0%,1.000,1,1,0,0,0,0
シンカー,2,1.0%,130.5,1,1,0,0,100.0%,100.0%,-,0,0,0,0,0,0
シュート,2,1.0%,137.5,0,0,1,1,50.0%,0.0%,-,0,0,0,0,0,0
