アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,9,25.7%,安打,10,62.5%
フライ,9,25.7%,四死球,6,37.5%
空三振,15,42.9%,失策出塁,0,0.0%
見三振,2,5.7%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
