守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.269,27,124,119,11,32,3,0,2,41,6,20,3,0,1,1,0,9,0,0,.293,.345,0.637
中堅手,.213,25,95,89,13,19,3,1,2,30,12,20,5,0,0,0,1,5,0,0,.253,.337,0.59
右翼手,.275,62,265,247,25,68,5,4,2,87,13,34,9,0,1,7,1,8,4,2,.302,.352,0.655
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.571,10,7,7,2,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,.571,.571,1.143
