アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,13,20.6%,安打,27,67.5%
フライ,24,38.1%,四死球,12,30.0%
空三振,20,31.7%,失策出塁,1,2.5%
見三振,5,7.9%,野選,0,0.0%
犠打,1,1.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
