種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.12,6,0,6,0,0,0,0,0,0,0,0,8.2,11,1,9,3,2,3,3,1.62,0.297,-,2.89
Visitor,3.55,16,0,16,1,1,3,1,4,2,1,1,12.2,16,1,16,5,2,5,5,1.66,0.302,-,2.53
