条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
無し,0.31,47,42,13,4,0,1,11,3,2,0,0,0.383
1塁,0.35,23,20,7,2,0,1,6,1,1,1,0,0.409
2塁,0.308,14,13,4,1,0,0,3,1,0,0,0,0.357
3塁,0.5,3,2,1,0,0,0,0,1,0,0,0,0.667
1・2塁,0.2,5,5,1,1,0,0,3,0,0,0,0,0.2
1・3塁,0.0,4,2,0,0,0,0,1,1,1,0,0,0.5
2・3塁,0.0,4,3,0,0,0,0,1,1,0,0,0,0.25
満塁,0.333,3,3,1,0,0,0,0,0,0,0,0,0.333
得点圏,0.25,33,28,7,2,0,0,8,4,1,0,0,0.364
