種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,1.69,5,0,5,0,0,0,0,0,0,0,0,5.1,4,0,0,1,0,2,1,0.94,0.235,-,2.67
Nighter,6.97,12,0,12,0,0,1,0,1,0,0,0,10.1,15,1,6,5,1,10,8,1.94,0.319,-,1.03
