条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.313,35,32,10,3,1,0,3,1,1,1,0
対左打者,0.281,39,32,9,4,1,1,3,5,0,1,1
