アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,11,47.8%,安打,8,57.1%
フライ,7,30.4%,四死球,6,42.9%
空三振,4,17.4%,失策出塁,0,0.0%
見三振,1,4.3%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
