守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.286,2,10,7,1,2,1,0,0,3,3,0,2,0,1,0,0,0,0,0,.500,.429,0.929
二塁手,.478,6,24,23,5,11,2,0,2,19,4,2,1,0,0,0,0,0,0,1,.500,.826,1.326
三塁手,.234,14,50,47,5,11,1,0,0,12,1,9,2,0,1,0,0,0,1,0,.280,.255,0.535
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.214,20,76,70,7,15,0,0,2,21,4,11,5,0,0,1,0,0,0,1,.267,.300,0.567
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,.255,28,112,102,12,26,6,0,2,38,14,16,9,1,0,1,0,1,0,1,.315,.373,0.688
指名打者,.375,2,8,8,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,.375,.375,0.75
途中出場,.267,31,32,30,5,8,3,0,1,14,5,3,1,0,1,0,0,0,1,1,.313,.467,0.779
