アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,83,39.3%,安打,76,75.2%
フライ,84,39.8%,四死球,23,22.8%
空三振,33,15.6%,失策出塁,2,2.0%
見三振,9,4.3%,野選,0,0.0%
犠打,2,0.9%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
