球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
東京ドーム,.219,47,139,128,15,28,6,0,3,43,16,16,9,1,1,1,0,0,0,0,.275,.336,0.611
甲子園,.333,9,26,24,1,8,2,0,0,10,0,5,2,0,0,0,0,0,0,2,.385,.417,0.801
横浜,.231,9,30,26,4,6,2,0,0,8,5,7,3,0,1,0,0,0,1,0,.333,.308,0.641
マツダスタジアム,.087,8,23,23,0,2,0,0,0,2,0,5,0,0,0,0,0,1,0,0,.087,.087,0.174
神宮,.483,10,31,29,9,14,3,0,3,26,7,5,2,0,0,0,0,0,0,2,.516,.897,1.413
バンテリンドーム,.269,10,30,26,3,7,0,0,0,7,0,2,2,0,1,1,0,0,1,0,.345,.269,0.614
Ce その他,.222,4,9,9,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,.222,.222,0.444
みずほPayPay,.500,1,4,4,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,.500,.500,1.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,.375,2,8,8,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,.375,.375,0.75
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,.400,3,12,10,1,4,0,0,1,7,2,1,2,0,0,0,0,0,0,0,.500,.700,1.2
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
