条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.297,42,37,11,0,0,3,0,1,2,1,1,0.341
1-0より,0.25,28,28,7,2,0,2,0,0,0,0,0,0.25
2-0より,0.2,13,10,2,0,0,1,0,0,2,1,0,0.333
3-0より,0.0,7,1,0,0,0,0,0,5,1,0,0,0.857
0-1より,0.308,41,39,12,3,0,0,0,0,1,1,0,0.325
1-1より,0.237,39,38,9,1,0,0,0,0,1,0,0,0.256
2-1より,0.32,25,25,8,1,0,0,0,0,0,0,0,0.32
3-1より,0.222,18,9,2,2,0,0,0,9,0,0,0,0.611
0-2より,0.143,21,21,3,0,0,0,6,0,0,0,0,0.143
1-2より,0.205,46,44,9,1,1,0,14,0,2,0,0,0.239
2-2より,0.164,55,55,9,1,0,0,18,0,0,0,0,0.164
3-2より,0.238,53,42,10,1,0,0,10,11,0,0,0,0.396
