条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.247,222,198,49,6,1,2,2,22,15,9,0,0,0.329
1塁,0.262,67,61,16,3,0,0,0,10,4,0,2,0,0.308
2塁,0.04,27,25,1,0,0,0,0,6,2,0,0,0,0.111
3塁,0.4,7,5,2,0,0,1,3,0,2,0,0,0,0.571
1・2塁,0.222,30,27,6,1,0,0,3,4,2,0,1,0,0.276
1・3塁,0.25,8,8,2,0,0,1,4,1,0,0,0,0,0.25
2・3塁,0.4,11,10,4,1,0,1,9,1,1,0,0,0,0.455
満塁,0.133,16,15,2,1,0,1,7,4,0,0,0,1,0.125
得点圏,0.189,99,90,17,3,0,4,26,16,7,0,1,1,0.245
