球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,239,46.1%,145.8,8,43,44,83,39.7%,7.1%,0.292,65,19,1,6,6,0
チェンジアップ,127,24.5%,126.0,24,8,10,61,33.1%,41.4%,0.258,31,8,0,8,3,2
カーブ,114,22.0%,121.3,5,37,13,46,48.2%,16.1%,0.143,14,2,0,1,0,0
スライダー,38,7.3%,131.6,3,11,4,13,47.4%,21.4%,0.3,10,3,0,3,1,0
