種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
DayGame,2.87,11,0,11,0,0,2,0,2,0,0,0,15.2,14,1,8,5,1,5,5,1.21,0.241,-,3.13
Nighter,4.41,12,1,11,1,1,1,0,2,1,1,1,16.1,18,0,10,8,1,8,8,1.59,0.29,6.75,1.67
