条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.474,21,19,9,1,0,1,0,1,0,0,1,0.476
1-0より,.367,30,30,11,3,0,2,0,0,0,0,0,0.367
2-0より,.125,8,8,1,0,0,0,0,0,0,0,0,0.125
3-0より,-,6,0,0,0,0,0,0,6,0,0,0,1.0
0-1より,.121,34,33,4,1,0,0,0,0,0,0,1,0.118
1-1より,.344,33,32,11,2,0,1,0,0,1,0,0,0.364
2-1より,.407,27,27,11,2,0,1,0,0,0,0,0,0.407
3-1より,.667,17,6,4,2,1,0,0,11,0,0,0,0.882
0-2より,.227,22,22,5,1,0,0,6,0,0,0,0,0.227
1-2より,.218,55,55,12,2,0,0,10,0,0,0,0,0.218
2-2より,.219,64,64,14,0,0,0,17,0,0,0,0,0.219
3-2より,.280,35,25,7,2,0,1,9,10,0,0,0,0.486
