アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,99,43.4%,安打,89,71.8%
フライ,87,38.2%,四死球,29,23.4%
空三振,34,14.9%,失策出塁,6,4.8%
見三振,8,3.5%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
