球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
横浜,.266,43,150,139,12,37,11,1,2,56,18,13,9,1,1,0,1,0,0,2,.313,.403,0.716
東京ドーム,.357,11,46,42,6,15,0,0,4,27,11,6,3,0,0,0,1,0,0,1,.391,.643,1.034
甲子園,.273,4,13,11,0,3,0,0,0,3,1,0,2,0,0,0,0,0,0,2,.385,.273,0.657
マツダスタジアム,.167,7,24,24,2,4,0,0,0,4,2,1,0,0,0,0,0,0,0,2,.167,.167,0.333
神宮,.344,9,38,32,1,11,3,0,0,14,3,8,6,0,0,0,0,0,0,0,.447,.438,0.885
バンテリンドーム,.241,8,32,29,0,7,0,0,0,7,0,3,3,0,0,0,0,0,0,0,.313,.241,0.554
Ce その他,.250,1,5,4,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,.400,.250,0.65
みずほPayPay,.000,3,8,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,.000,.000,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,.200,2,8,5,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,.500,.200,0.7
京セラD大阪,.348,6,24,23,2,8,1,0,0,9,3,5,1,0,0,0,0,0,0,0,.375,.391,0.766
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,.500,1,4,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,.500,.750,1.25
