0
最終登板
連投状況
10/1
試:0連投中日:0連投中
登録状況
△4/3登録
▼5/30抹消
△6/20登録
▼6/21抹消
△8/11登録
▼8/12抹消
△8/26登録
▼8/27抹消
△9/7登録
▼9/8抹消
△9/20登録
▼9/21抹消
△10/1登録
▼10/2抹消
