左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
45.7% (32),45.7% (32),45.7% (32),22.9% (16),22.9% (16),22.9% (16),31.4% (22),31.4% (22),31.4% (22)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
47.4% (9),- (0),45.1% (23),26.3% (5),- (0),21.6% (11),26.3% (5),- (0),33.3% (17)
