打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,24,6,0.25,0,3,2,0,0,0.308
2打席目,24,4,0.167,0,3,2,0,0,0.231
3打席目,20,6,0.3,0,4,4,1,0,0.417
4打席目,8,2,0.25,0,3,2,2,0,0.4
5打席目以上,2,1,0.5,0,0,1,0,1,0.5
