条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.231,80,65,15,0,2,0,12,11,0,4,0
対左投手,0.2,21,20,4,0,0,0,3,0,0,0,1
