打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.238,12,23,21,0,5,0,0,0,5,1,8,2,0,0,0,0,1,1,0,0.304,0.238,0.542
Nighter,0.219,34,78,64,12,14,0,2,0,18,6,7,9,0,0,4,1,3,1,0,0.311,0.281,0.592
