球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,42,52.5%,147.7,3,7,12,15,52.4%,15.0%,.429,7,3,0,2,1,0
フォーク,29,36.3%,137.0,8,5,2,7,51.7%,47.1%,.000,11,0,0,4,0,0
チェンジアップ,5,6.3%,126.6,1,1,1,1,60.0%,33.3%,.000,2,0,0,1,0,0
スライダー,4,5.0%,129.5,1,0,0,3,25.0%,100.0%,-,0,0,0,0,0,0
