打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,76,20,0.263,3,16,7,0,0,0.325
2打席目,79,16,0.203,2,15,3,0,1,0.229
3打席目,72,16,0.222,1,14,6,0,1,0.278
4打席目,58,16,0.276,1,13,4,0,1,0.317
5打席目以上,14,2,0.143,0,1,1,0,1,0.188
