左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.2% (42),46.2% (42),46.2% (42),24.2% (22),24.2% (22),24.2% (22),29.7% (27),29.7% (27),29.7% (27)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
44.0% (11),100.0% (2),45.3% (29),40.0% (10),0.0% (0),18.8% (12),16.0% (4),0.0% (0),35.9% (23)
