打率.241,試合38,打席122,打数112,得点7,安打27,内安2,内安率7.4,２Ｂ3,３Ｂ0,本塁2,HR勝敗1-1-0,塁打36,打点8,三振20
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
8,2,0,2,0,0,0,-,0,0,3,.200,.292,.321,.613
