球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
バンテリンドーム,.289,16,52,45,5,13,2,0,2,21,5,10,6,2,0,1,0,0,0,0,.373,.467,0.839
東京ドーム,.091,4,13,11,1,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,.231,.091,0.322
甲子園,.154,4,13,13,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,.154,.154,0.308
横浜,.273,4,11,11,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,.273,.273,0.545
マツダスタジアム,.182,4,11,11,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,.182,.182,0.364
神宮,.294,5,18,17,1,5,1,0,0,6,0,1,0,0,0,1,0,0,0,0,.294,.353,0.647
Ce その他,.250,1,4,4,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,.250,.250,0.5
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
京セラD大阪,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
