条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.257,76,70,18,2,0,0,11,5,0,1,0
対左投手,0.214,46,42,9,1,0,2,9,3,0,1,0
