アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,23,35.4%,安打,19,79.2%
フライ,21,32.3%,四死球,4,16.7%
空三振,15,23.1%,失策出塁,0,0.0%
見三振,3,4.6%,野選,1,4.2%
犠打,3,4.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
