左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
46.0% (29),46.0% (29),46.0% (29),22.2% (14),22.2% (14),22.2% (14),31.7% (20),31.7% (20),31.7% (20)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
42.1% (8),- (0),47.7% (21),26.3% (5),- (0),20.5% (9),31.6% (6),- (0),31.8% (14)
