チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,1.8,5,0,5,0,0,0,4,0,4,0,0,5.0,6,0,7,1,1,1,1,1.4,0.316,-,5.0
日本ハム,0.82,11,0,11,0,0,4,7,4,7,0,0,11.0,7,0,9,4,0,1,1,1.0,0.189,-,11.0
ロッテ,1.23,8,0,8,0,1,0,5,0,5,0,1,7.1,5,0,10,4,1,2,1,1.23,0.179,-,3.67
楽天,3.68,8,0,8,1,1,1,3,2,4,1,1,7.1,8,0,5,7,1,3,3,2.05,0.286,-,2.44
オリックス,2.57,14,0,14,2,0,3,6,5,8,2,0,14.0,13,0,13,4,0,5,4,1.21,0.255,-,2.8
