球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,408,48.2%,153.9,53,59,105,122,53.2%,23.3%,0.221,95,21,0,30,11,2
カットボール,118,13.9%,144.8,19,24,19,45,52.5%,38.8%,0.176,17,3,0,6,2,0
スライダー,117,13.8%,130.9,18,29,14,35,52.1%,34.0%,0.333,27,9,0,6,1,0
チェンジアップ,69,8.1%,142.3,8,7,10,33,36.2%,27.6%,0.143,14,2,0,3,2,0
高速スライダー,54,6.4%,138.0,8,1,4,26,24.1%,29.6%,0.238,21,5,0,7,3,0
スプリット,42,5.0%,138.1,4,2,4,20,23.8%,20.0%,0.25,12,3,0,1,1,0
ツーシーム,39,4.6%,149.1,5,5,9,16,48.7%,27.8%,0.0,4,0,0,0,0,1
