条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.262,123,107,28,3,0,0,30,11,3,2,0
対左打者,0.181,97,83,15,4,0,0,23,10,0,4,0
