球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
楽天モバイル,2.87,10,9,1,4,3,0,0,1,1,1,0,53.1,54,5,33,16,1,19,17,1.31,0.258,3.38,3.00
みずほPayPay,14.40,1,1,0,0,1,0,0,0,0,0,0,5.0,14,1,6,1,0,8,8,3.0,0.519,0.00,-
エスコンＦ,9.00,1,1,0,0,0,0,0,0,0,0,0,3.0,4,2,4,2,0,3,3,2.0,0.333,13.50,-
ZOZOマリン,1.66,3,3,0,2,1,0,0,0,0,0,0,21.2,21,0,14,0,2,4,4,0.97,0.276,3.52,-
京セラD大阪,2.38,2,2,0,1,0,0,0,0,0,0,0,11.1,11,0,9,2,0,4,3,1.15,0.244,6.23,-
ベルーナドーム,11.12,1,1,0,0,1,0,0,0,0,0,0,5.2,9,0,3,4,0,7,7,2.29,0.36,0.00,-
Pa その他,2.57,1,1,0,0,1,0,0,0,0,0,0,7.0,5,0,7,2,0,3,2,1.0,0.208,1.29,-
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
