条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.176,82,74,13,8,0,0,15,1,0,7,0
対左投手,0.0,11,11,0,0,0,0,0,0,0,0,0
