球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ベルーナドーム,.167,20,40,36,1,6,2,0,0,8,3,5,0,0,0,4,0,0,0,1,.167,.222,0.389
みずほPayPay,.500,5,2,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.500,1.000,1.5
エスコンＦ,.143,5,7,7,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.143,.286,0.429
ZOZOマリン,.231,6,14,13,1,3,2,0,0,5,2,3,0,0,0,1,0,0,0,0,.231,.385,0.615
楽天モバイル,.000,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000,.000,0.0
京セラD大阪,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
Pa その他,.125,6,19,16,0,2,2,0,0,4,0,1,1,0,0,2,0,0,0,0,.176,.250,0.426
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.000,2,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,.000,.000,0.0
マツダスタジアム,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
