左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
33.3% (23),33.3% (23),33.3% (23),21.7% (15),21.7% (15),21.7% (15),44.9% (31),44.9% (31),44.9% (31)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
23.1% (3),- (0),35.7% (20),23.1% (3),- (0),21.4% (12),53.8% (7),- (0),42.9% (24)
