条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.444,13,9,4,2,0,0,0,0,0,4,0,.444
1-0より,.375,8,8,3,3,0,0,0,0,0,0,0,.375
2-0より,1.000,1,1,1,1,0,0,0,0,0,0,0,1.000
3-0より,-,0,0,0,0,0,0,0,0,0,0,0,-
0-1より,.100,12,10,1,1,0,0,0,0,0,2,0,.100
1-1より,.091,12,11,1,0,0,0,0,0,0,1,0,.091
2-1より,.000,1,1,0,0,0,0,0,0,0,0,0,.000
3-1より,-,1,0,0,0,0,0,0,1,0,0,0,1.000
0-2より,.071,14,14,1,1,0,0,3,0,0,0,0,.071
1-2より,.000,18,18,0,0,0,0,8,0,0,0,0,.000
2-2より,.222,9,9,2,0,0,0,3,0,0,0,0,.222
3-2より,.000,4,4,0,0,0,0,1,0,0,0,0,.000
