打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.143,13,7,7,1,1,0,0,0,1,0,4,0,0,0,0,0,2,1,0,0.143,0.143,0.286
Nighter,0.133,40,18,15,4,2,1,0,0,3,0,3,0,0,0,3,0,1,1,1,0.133,0.2,0.333
