アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,31.8%,安打,3,100.0%
フライ,5,22.7%,四死球,0,0.0%
空三振,6,27.3%,失策出塁,0,0.0%
見三振,1,4.5%,野選,0,0.0%
犠打,3,13.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
