チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
ソフトバンク,0.119,21,72,67,0,8,0,0,0,8,4,20,5,0,0,0,0,0,0,0,0.181,0.119,0.3
日本ハム,0.219,20,73,64,8,14,3,0,4,29,10,8,5,1,0,0,4,0,0,0,0.26,0.453,0.713
ロッテ,0.276,18,61,58,6,16,2,0,1,21,3,14,3,0,0,0,0,0,0,0,0.311,0.362,0.674
オリックス,0.362,19,67,58,5,21,2,0,1,26,9,8,7,0,1,0,1,0,1,3,0.433,0.448,0.881
西武,0.259,19,61,58,2,15,2,0,1,20,6,12,3,0,0,0,0,0,0,2,0.295,0.345,0.64
