アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,72,29.8%,安打,75,71.4%
フライ,105,43.4%,四死球,25,23.8%
空三振,52,21.5%,失策出塁,5,4.8%
見三振,13,5.4%,野選,0,0.0%
犠打,0,0.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
