左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
48.6% (185),48.6% (185),48.6% (185),25.5% (97),25.5% (97),25.5% (97),26.0% (99),26.0% (99),26.0% (99)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
45.0% (50),91.7% (11),48.1% (124),38.7% (43),0.0% (0),20.9% (54),16.2% (18),8.3% (1),31.0% (80)
