打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,105,31,0.295,2,11,3,0,2,0.309
2打席目,101,28,0.277,2,11,5,2,2,0.306
3打席目,102,31,0.304,6,12,6,1,0,0.343
4打席目,85,21,0.247,2,11,4,2,0,0.281
5打席目以上,30,9,0.3,0,1,1,0,0,0.323
