打率.284,試合119,打席463,打数433,得点54,安打123,内安12,内安率9.8,２Ｂ26,３Ｂ1,本塁12,HR勝敗5-7-0,塁打187,打点53,三振49
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
20,1,1,5,4,10,2,83.3,0,0,9,.304,.314,.432,.746
