アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,7,17.9%,安打,23,85.2%
フライ,20,51.3%,四死球,4,14.8%
空三振,7,17.9%,失策出塁,0,0.0%
見三振,4,10.3%,野選,0,0.0%
犠打,1,2.6%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
